City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Kidal,18.4411,1.4078,82.98,52,67,13.94,ML,1658293874
Whitehorse,60.7161,-135.0538,58.01,54,87,4.0,CA,1658293874
Lasem,-6.6922,111.4527,85.14,65,54,10.63,ID,1658293874
Tupã,-21.9347,-50.5136,66.38,60,10,5.26,BR,1658293875
Nemuro,43.3236,145.575,58.98,92,100,11.18,JP,1658293875
Suez,29.9737,32.5263,80.76,61,0,8.16,EG,1658293875
Northam,51.0333,-4.2167,64.62,89,95,6.67,GB,1658293876
Longyearbyen,78.2186,15.6401,48.04,87,75,10.36,SJ,1658293876
Ust'-Omchug,61.15,149.6333,80.46,37,69,0.85,RU,1658293876
Aksarka,66.5606,67.7975,65.01,55,78,9.24,RU,1658293877
Turbat,26.0023,63.044,88.45,70,100,6.73,PK,1658293877
Gaoual,11.75,-13.2,72.59,98,100,3.36,GN,1658293877
Esperance,-33.8667,121.9,64.22,60,99,14.27,AU,1658293878
Ginda,30.6945,78.4932,75.49,78,74,4.7,IN,1658293878
Constantine,36.365,6.6147,72.81,49,0,4.61,DZ,1658293878
Riachão,-7.3619,-46.6172,74.44,44,31,3.98,BR,1658293879
Tilichiki,60.4667,166.1,58.77,75,100,16.24,RU,1658293879
Meulaboh,4.1363,96.1285,84.42,63,50,4.29,ID,1658293880
Philadelphia,39.9523,-75.1638,80.96,77,0,10.36,US,1658293787
Sena Madureira,-9.0656,-68.6569,72.32,72,48,1.77,BR,1658293880
Los Llanos de Aridane,28.6585,-17.9182,65.95,83,0,14.97,ES,1658293881
Ténenkou,14.4572,-4.9169,77.67,74,97,4.45,ML,1658293881
Ashland,40.8167,-82.2665,71.82,89,49,5.82,US,1658293881
Bethel,41.3712,-73.414,78.55,81,0,0.0,US,1658293882
Asău,46.4333,26.4,65.32,50,36,2.39,RO,1658293882
Bhānvad,21.9264,69.7736,84.31,76,100,16.82,IN,1658293882
Husavik,66.0449,-17.3389,45.77,96,100,8.99,IS,1658293883
Ardeşen,41.1911,40.9875,71.2,82,100,4.63,TR,1658293883
Brazzaville,-4.2658,15.2832,70.12,83,17,3.44,CG,1658293883
Iquique,-20.2208,-70.1431,57.24,80,57,1.81,CL,1658293884
Oranjestad,12.524,-70.027,80.55,83,20,16.11,AW,1658293884
Camocim,-2.9022,-40.8411,74.62,92,82,7.83,BR,1658293884
Dalaba,10.7,-12.25,61.63,99,100,2.55,GN,1658293885
Xichang,27.8964,102.2634,73.02,77,100,4.43,CN,1658293885
Pāsighāt,28.0667,95.3333,81.28,92,99,2.73,IN,1658293885
Araouane,18.9048,-3.5265,87.96,41,98,8.81,ML,1658293886
Te Anau,-45.4167,167.7167,41.18,95,100,2.82,NZ,1658293886
Port Macquarie,-31.4333,152.9167,59.9,88,75,12.66,AU,1658293886
Churapcha,62.0025,132.4325,85.01,38,89,10.71,RU,1658293887
Faanui,-16.4833,-151.75,77.94,65,15,7.38,PF,1658293887
Magalia,39.8121,-121.5783,79.12,26,0,1.01,US,1658293887
Nānākuli,21.3906,-158.1547,80.55,58,0,10.36,US,1658293887
Vestmannaeyjar,63.4427,-20.2734,49.75,84,77,16.31,IS,1658293888
Fort Nelson,58.8053,-122.7002,65.75,39,52,9.37,CA,1658293888
Babylon,40.6957,-73.3257,83.52,67,0,6.91,US,1658293888
Porbandar,21.6422,69.6093,82.87,81,98,18.92,IN,1658293889
Vredendal,-31.6683,18.5012,44.92,87,0,3.09,ZA,1658293889
Benghazi,32.1167,20.0667,77.43,61,0,18.88,LY,1658293679
Kulhudhuffushi,6.6221,73.07,79.75,79,100,17.85,MV,1658293890
San Andrés,12.5847,-81.7006,82.42,78,40,13.8,CO,1658293890
Keti Bandar,24.1447,67.4497,85.6,80,79,16.64,PK,1658293890
Hofn,64.2539,-15.2082,49.77,79,100,12.55,IS,1658293891
Inhuma,-6.6683,-41.7078,70.45,53,6,11.54,BR,1658293891
Calama,-22.4667,-68.9333,52.29,19,74,17.27,CL,1658293891
Rapid Valley,44.0625,-103.1463,74.37,46,0,8.05,US,1658293892
Novocheremshansk,54.3571,50.1666,64.08,65,45,8.75,RU,1658293892
Houma,29.5958,-90.7195,82.0,88,0,1.01,US,1658293404
Carauari,-4.8828,-66.8958,74.21,77,78,1.43,BR,1658293892
Villa del Rosario,7.8339,-72.4742,75.58,83,40,2.3,CO,1658293893
Pangnirtung,66.1451,-65.7125,47.26,90,100,4.09,CA,1658293893
Tripoli,32.8752,13.1875,77.79,73,0,7.45,LY,1658293624
Guiyang,26.5833,106.7167,71.92,93,100,7.09,CN,1658293893
Businga,3.3333,20.8833,68.67,99,96,1.07,CD,1658293894
Teya,60.3778,92.6267,56.68,97,100,3.44,RU,1658293894
Orange Walk District,17.8333,-88.8333,74.53,98,78,1.97,BZ,1658293894
Urubichá,-15.3833,-62.95,65.97,64,7,2.04,BO,1658293895
Znamenskoye,57.1281,73.8282,71.17,58,95,4.07,RU,1658293895
Katherine,-14.4667,132.2667,88.12,25,42,9.22,AU,1658293895
Karratha,-20.7377,116.8463,79.03,28,0,17.47,AU,1658293896
Casablanca,33.5928,-7.6192,70.02,82,0,7.96,MA,1658293896
São Miguel do Araguaia,-13.275,-50.1628,72.84,44,67,2.15,BR,1658293896
Gigmoto,13.7796,124.39,87.66,69,98,8.19,PH,1658293897
Amvrosiyivka,47.7935,38.4777,71.6,38,5,2.82,UA,1658293897
Aklavik,68.2191,-135.0107,64.65,59,87,5.61,CA,1658293897
Alyangula,-13.8483,136.4192,77.2,56,12,10.76,AU,1658293897
Lyubinskiy,55.1542,72.6925,74.88,76,99,9.06,RU,1658293898
San Alberto,7.7611,-73.3922,75.02,83,100,5.37,CO,1658293898
Mishan,45.55,131.8833,77.61,72,67,1.34,CN,1658293898
Esim,4.8699,-2.2405,72.36,75,38,6.38,GH,1658293899
Caborca,30.5838,-111.101,76.87,72,100,22.79,MX,1658293899
Pavelets,53.7883,39.246,59.97,74,61,10.94,RU,1658293899
Lüderitz,-26.6481,15.1594,54.59,66,0,16.37,NA,1658293900
Mehamn,71.0357,27.8492,53.55,94,75,2.3,NO,1658293900
Harper,4.375,-7.7169,73.96,72,97,7.09,LR,1658293900
Jiancheng,30.391,104.5491,83.23,63,99,5.68,CN,1658293901
Payakumbuh,-0.2202,100.6308,87.49,52,100,1.99,ID,1658293901
Cairns,-16.9167,145.7667,78.75,65,100,11.5,AU,1658293770
Tamandaré,-8.7597,-35.1047,73.02,84,4,8.03,BR,1658293901
Awjilah,29.1081,21.2869,74.05,59,1,11.86,LY,1658293902
Pacific Grove,36.6177,-121.9166,57.54,91,100,8.05,US,1658293902
Bintulu,3.1667,113.0333,88.09,62,47,5.59,MY,1658293902
Ucluelet,48.9329,-125.5528,59.09,88,37,3.76,CA,1658293903
Mâncio Lima,-7.6142,-72.8958,71.91,89,80,1.95,BR,1658293903
Ostrovnoy,68.0531,39.5131,51.46,91,100,8.66,RU,1658293903
Samarina,57.8878,27.8054,60.69,77,100,16.67,RU,1658293904
Dingle,10.9995,122.6711,87.75,68,14,6.2,PH,1658293904
Brownwood,31.7093,-98.9912,93.2,40,51,17.78,US,1658293694
Metro,-5.1131,105.3067,87.91,62,76,2.1,ID,1658293905
Salalah,17.0151,54.0924,77.09,100,100,10.36,OM,1658293905
Madrid,40.4165,-3.7026,75.38,35,0,4.61,ES,1658293891
Camaná,-16.6228,-72.7111,60.82,86,64,5.3,PE,1658293905
Port Blair,11.6667,92.75,80.64,89,75,12.66,IN,1658293906
Antalaha,-14.9003,50.2788,69.51,85,33,10.74,MG,1658293906
Mopipi,-21.1833,24.8833,52.29,82,57,6.26,BW,1658293906
Zafra,38.4167,-6.4167,64.49,60,0,2.26,ES,1658293907
Neyshabur,36.2133,58.7958,83.93,17,0,1.23,IR,1658293907
Raahe,64.6833,24.4833,64.49,82,55,10.33,FI,1658293907
Semīrom,31.4167,51.5667,74.95,12,0,4.05,IR,1658293908
Ossora,59.2353,163.0719,61.14,80,96,7.16,RU,1658293908
Gualeguay,-33.1416,-59.3097,46.08,92,0,6.76,AR,1658293908
Acapulco de Juárez,16.8634,-99.8901,82.22,69,75,2.3,MX,1658293767
Bathsheba,13.2167,-59.5167,81.21,94,40,12.66,BB,1658293909
Saldanha,-33.0117,17.9442,52.39,78,0,11.1,ZA,1658293909
Bahía de Caráquez,-0.6,-80.4167,69.98,87,59,7.11,EC,1658293909
Moba,33.2288,105.0179,76.42,55,1,5.19,CN,1658293910
Bulawayo,-20.15,28.5833,56.64,51,81,4.05,ZW,1658293910
Shenjiamen,29.9576,122.298,81.39,84,91,16.53,CN,1658293910
Uruaçu,-14.5247,-49.1408,66.79,49,25,3.58,BR,1658293911
City of Banjul,13.45,-16.5833,80.87,79,100,15.17,GM,1658293911
Nova Soure,-11.2333,-38.4833,67.66,84,39,2.95,BR,1658293911
Pulsano,40.3821,17.3564,79.48,60,0,6.33,IT,1658293912
Oxford,51.7522,-1.256,67.35,88,75,12.66,GB,1658293719
Portland,45.5234,-122.6762,79.09,62,0,6.91,US,1658293724
Santa Fe,-31.6333,-60.7,52.0,80,0,1.99,AR,1658293810
Paamiut,61.994,-49.6678,44.49,97,100,2.37,GL,1658293912
Sittwe,20.15,92.9,85.42,73,100,6.24,MM,1658293912
Zhigansk,66.7697,123.3711,56.91,53,56,16.26,RU,1658293913
Camacha,33.0833,-16.3333,67.42,73,40,12.66,PT,1658293913
Grants Pass,42.439,-123.3284,85.51,47,0,5.75,US,1658293811
Neiafu,-18.65,-173.9833,79.48,73,75,13.8,TO,1658293914
Umeå,63.8284,20.2597,58.91,72,0,3.44,SE,1658293914
Atambua,-9.1061,124.8925,81.57,51,79,2.01,ID,1658293914
Imbituba,-28.24,-48.6703,63.86,95,40,3.33,BR,1658293696
Kysyl-Syr,63.8986,122.7617,69.66,58,95,8.43,RU,1658293915
Porto-Novo,6.4965,2.6036,72.14,84,33,5.23,BJ,1658293915
Bonnyville,54.2668,-110.735,61.02,56,95,13.51,CA,1658293915
Al Bardīyah,31.7561,25.0865,75.83,69,0,10.25,LY,1658293916
Beira,-19.8436,34.8389,68.09,100,100,4.61,MZ,1658293916
Upernavik,72.7868,-56.1549,45.39,77,90,5.23,GL,1658293916
Itarema,-2.9248,-39.9167,77.77,83,32,13.53,BR,1658293917
Poya,-21.35,165.15,76.6,83,98,4.03,NC,1658293917
Kem',64.9555,34.5793,56.62,90,100,16.42,RU,1658293917
Palu,-0.8917,119.8707,89.78,58,76,4.27,ID,1658293918
Nishihara,26.1842,127.7558,92.86,84,20,13.8,JP,1658293918
Sangar,63.9242,127.4739,77.77,53,100,5.59,RU,1658293918
Piaçabuçu,-10.4056,-36.4344,71.56,88,18,5.61,BR,1658293919
Coolum Beach,-26.5333,153.1,62.11,94,99,18.05,AU,1658293919
Shizunai-furukawachō,42.3339,142.3669,68.65,95,87,9.57,JP,1658293919
Grandview,38.8858,-94.533,83.48,63,0,3.44,US,1658293920
Zhangaözen,43.3,52.8,92.21,24,0,9.69,KZ,1658293920
San Isidro,-12.1167,-77.05,58.59,82,100,5.75,PE,1658293920
Lovozero,68.005,35.0117,55.96,86,100,7.7,RU,1658293921
Senneterre,48.3835,-77.2328,55.9,88,87,0.72,CA,1658293921
Sibu,2.3,111.8167,97.54,39,59,1.28,MY,1658293921
Gādarwāra,22.9167,78.7833,76.23,91,100,12.37,IN,1658293922
Grafton,42.207,-71.6856,76.41,83,0,9.22,US,1658293922
Aripuanã,-9.1667,-60.6333,70.05,51,0,2.15,BR,1658293841
Namatanai,-3.6667,152.4333,81.79,73,100,4.09,PG,1658293922
Conceição do Araguaia,-8.2578,-49.2647,70.23,48,0,3.58,BR,1658293923
Escárcega,18.6089,-90.7454,77.02,75,54,3.04,MX,1658293923
Annau,37.8876,58.516,94.62,15,0,4.83,TM,1658293923
Bandarbeyla,9.4942,50.8122,78.53,57,94,29.04,SO,1658293924
Avera,33.194,-82.5271,72.91,89,83,5.48,US,1658293924
Mutuípe,-13.2286,-39.5047,66.79,98,69,2.89,BR,1658293924
Sterling,39.0062,-77.4286,78.28,91,0,3.44,US,1658293925
Sharjah city,25.3573,55.4033,97.09,49,0,16.11,AE,1658293788
Taksimo,56.3444,114.8794,79.5,55,58,2.77,RU,1658293925
Talnakh,69.4865,88.3972,61.21,52,95,6.17,RU,1658293925
Kutum,14.2,24.6667,73.65,67,70,6.91,SD,1658293926
Wisła,49.6563,18.8591,71.92,65,12,4.0,PL,1658293926
Kemijärvi,66.7131,27.4306,55.22,88,98,8.86,FI,1658293926
Sørland,67.667,12.6934,53.46,86,93,17.9,NO,1658293927
Kalmunai,7.4167,81.8167,87.82,57,100,1.83,LK,1658293927
Mehrān,33.1222,46.1646,107.53,8,0,11.43,IR,1658293927
Huarmey,-10.0681,-78.1522,61.25,88,39,6.73,PE,1658293928
Sydney,-33.8679,151.2073,59.38,82,75,12.66,AU,1658293823
Codrington,-38.2667,141.9667,54.5,54,0,2.55,AU,1658293928
Kirakira,-10.4544,161.9205,83.55,72,18,7.25,SB,1658293928
Mlyniv,50.509,25.6168,65.93,75,100,5.84,UA,1658293818
Erzin,36.9559,36.2,82.63,54,0,4.05,TR,1658293929
Preobrazheniye,42.9019,133.9064,66.67,87,97,4.12,RU,1658293929
Beringovskiy,63.05,179.3167,48.13,93,74,27.34,RU,1658293930
Santiago del Estero,-27.7951,-64.2615,52.57,62,8,5.84,AR,1658293930
Lábrea,-7.2586,-64.7981,77.54,54,70,3.09,BR,1658293930
Vostok,46.4856,135.8833,70.63,86,96,2.71,RU,1658293931
Grindavik,63.8424,-22.4338,46.87,100,0,9.22,IS,1658293931
Atikokan,48.7555,-91.6216,58.91,98,67,4.21,CA,1658293931
Nantucket,41.2835,-70.0995,75.99,88,0,13.8,US,1658293932
Marsh Harbour,26.5412,-77.0636,81.1,82,5,8.88,BS,1658293932
Puyang,29.4603,119.8861,96.66,51,37,10.09,CN,1658293932
Mayo,38.8876,-76.5119,80.19,87,2,1.01,US,1658293933
Egvekinot,66.3167,-179.1667,44.06,71,98,2.62,RU,1658293933
Scarborough,54.2797,-0.4044,69.78,71,88,11.48,GB,1658293870
Inhambane,-23.865,35.3833,67.96,84,0,4.72,MZ,1658293934
Siniscola,40.5719,9.6922,65.75,52,0,3.15,IT,1658293934
Kongolo,-5.3833,27.0,74.88,47,56,0.89,CD,1658293934
Baoqing,46.3317,132.2111,78.78,64,34,4.47,CN,1658293934
Constitución,-35.3333,-72.4167,45.93,60,0,6.71,CL,1658293935
Muros,42.7762,-9.0603,64.09,90,94,4.34,ES,1658293935
Kumul,42.8,93.45,79.14,24,100,1.72,CN,1658293936
Vanimo,-2.6741,141.3028,82.27,79,80,4.05,PG,1658293936
Lovington,32.944,-103.3485,88.03,21,16,4.0,US,1658293936
Bilibino,68.0546,166.4372,54.9,49,79,4.54,RU,1658293937
Valparaíso,-33.0393,-71.6273,50.47,85,0,4.61,CL,1658293937
Engel's,51.5,46.1167,67.46,49,3,1.99,RU,1658293937
Dapaong,10.8639,0.205,72.05,81,96,6.87,TG,1658293938
Comodoro Rivadavia,-45.8667,-67.5,49.86,53,0,29.93,AR,1658293938
Siavonga,-16.5382,28.7088,62.15,70,9,2.91,ZM,1658293938
Jiaojiang,28.6803,121.4428,106.0,56,55,11.5,CN,1658293939
Plastun,44.7561,136.2939,70.7,70,62,7.07,RU,1658293939
Florence,43.7667,11.25,79.36,73,0,1.14,IT,1658293789
Alta Floresta,-9.8756,-56.0861,66.18,50,1,2.57,BR,1658293939
Kruisfontein,-34.0033,24.7314,50.88,92,100,6.2,ZA,1658293940
Isabela,6.7085,121.9711,84.25,69,38,3.11,PH,1658293940
Fortuna,40.5982,-124.1573,55.65,89,38,1.01,US,1658293917
Fare,-16.7,-151.0167,77.85,63,3,6.85,PF,1658293940
Kushmurun,52.4503,64.6311,76.53,65,95,13.82,KZ,1658293941
Central Point,42.376,-122.9164,84.33,26,0,4.61,US,1658293941
Karasuk,53.7377,78.0403,74.62,41,92,7.18,RU,1658293941
Burley,42.5357,-113.7928,71.29,52,0,9.22,US,1658293942
Bratsk,56.1325,101.6142,69.35,57,84,9.62,RU,1658293942
Zomin,39.9606,68.3958,87.3,21,0,3.83,UZ,1658293943
Burnie,-41.0667,145.9167,50.92,57,3,1.54,AU,1658293943
Nhulunbuy,-12.2333,136.7667,79.41,61,40,16.11,AU,1658293943
Mizdah,31.4451,12.9801,69.58,76,0,4.76,LY,1658293943
Hailar,49.2,119.7,83.19,34,0,2.08,CN,1658293944
Xining,36.6167,101.7667,73.8,43,0,4.27,CN,1658293944
Sanguéya,10.7,-14.3667,73.81,98,100,2.77,GN,1658293944
Novopokrovka,49.8425,36.5477,64.47,71,7,6.2,UA,1658293945
Dunedin,-45.8742,170.5036,43.84,86,100,7.2,NZ,1658293710
Auki,-8.7676,160.7034,84.43,61,45,0.6,SB,1658293946
Ixtapa,20.7,-105.2,83.43,79,40,0.0,MX,1658293946
Kenai,60.5544,-151.2583,53.15,96,100,6.91,US,1658293946
Cedar City,37.6775,-113.0619,78.4,29,75,10.36,US,1658293947
Namanga,-2.5433,36.7905,60.06,80,75,8.5,KE,1658293947
Verkhoyansk,67.5447,133.385,49.57,67,100,9.37,RU,1658293947
Alice Springs,-23.7,133.8833,69.35,24,1,10.36,AU,1658293948
Lundazi,-12.2929,33.1782,61.81,60,0,11.63,ZM,1658293948
Cap Estate,14.0833,-60.95,80.22,83,21,14.92,LC,1658293948
Teodoro Sampaio,-22.5325,-52.1675,67.3,68,54,5.26,BR,1658293949
Emet,39.343,29.2585,61.57,74,0,5.66,TR,1658293949
Cascais,38.6979,-9.4215,67.46,73,1,21.0,PT,1658293866
Pinawa,50.1489,-95.8811,66.11,98,100,9.24,CA,1658293949
Mahon,39.8885,4.2658,75.76,94,20,2.3,ES,1658293950
Vila Velha,-20.3297,-40.2925,67.95,95,0,2.3,BR,1658293907
Dzerzhinsk,56.2389,43.4631,60.62,77,0,6.71,RU,1658293951
Callaway,30.153,-85.5699,83.95,86,63,4.0,US,1658293951
Mackenzie,55.2999,-123.1698,55.15,64,1,3.31,CA,1658293952
Moerai,-22.4333,-151.3333,71.6,85,97,34.14,PF,1658293952
Sabang,5.8933,95.3214,83.14,75,97,24.07,ID,1658293952
Luganville,-15.5333,167.1667,81.37,78,38,9.06,VU,1658293953
Kuteynykove,47.8123,38.2882,70.93,39,6,2.71,UA,1658293953
Āsosa,10.0667,34.5333,61.83,93,100,2.04,ET,1658293953
Songjianghe,42.1859,127.479,75.06,73,79,6.08,CN,1658293954
Palmer,42.1584,-72.3287,75.61,85,0,0.0,US,1658293954
‘Ewa Beach,21.3156,-158.0072,80.55,63,0,11.5,US,1658293680
Aleksandrovskoye,44.7142,43.0008,64.71,87,100,5.73,RU,1658293954
Lompoc,34.6391,-120.4579,57.58,95,100,3.44,US,1658293676
Visby,57.6409,18.296,64.81,94,0,9.22,SE,1658293955
Primo Tapia,32.22,-116.9172,78.87,61,6,7.34,MX,1658293955
Luwingu,-10.2621,29.9271,54.36,80,8,4.94,ZM,1658293956
Klyuchi,52.2667,79.1667,77.63,33,83,5.03,RU,1658293674
Sistranda,63.7256,8.834,58.96,87,100,20.2,NO,1658293956
Chimoio,-19.1164,33.4833,60.66,100,75,0.94,MZ,1658293956
Micheweni,-4.9667,39.8333,75.88,71,33,15.05,TZ,1658293957
Iaçu,-12.7672,-40.2117,64.83,94,16,2.46,BR,1658293957
Biryusinsk,55.9634,97.8235,66.52,66,100,10.0,RU,1658293958
Quatre Cocos,-20.2078,57.7625,71.1,69,98,23.26,MU,1658293958
Takoradze,4.8845,-1.7554,72.57,77,74,6.73,GH,1658293958
Kitimat,54.0524,-128.6534,59.92,50,92,1.95,CA,1658293958
Maceió,-9.6658,-35.7353,72.84,88,75,3.44,BR,1658293959
Ekhabi,53.5102,142.9671,60.39,82,100,11.52,RU,1658293959
Anlu,31.1661,112.5831,74.12,88,100,2.75,CN,1658293959
Pirganj,25.8523,88.3618,88.48,69,99,8.34,BD,1658293960
Kavieng,-2.5744,150.7967,83.34,71,100,5.23,PG,1658293960
Tambopata,-12.7333,-69.1833,75.33,77,100,2.01,PE,1658293960
Fenelon Falls,44.5334,-78.7496,69.57,80,90,5.19,CA,1658293961
Maningrida,-12.0667,134.2667,85.21,37,20,8.48,AU,1658293961
